coach_id,first_name,last_name,nick_name,age,date_of_birth,city_of_birth_id,nation_id,weight,height,position,experience,occupation,team_id,former_player_id,quick_left,contract_salary,contract_years,contract_extension_salary,contract_extension_years,scout_major,scout_minor,scout_international,scout_amateur,scout_amateur_preference,teach_hitting,teach_pitching,teach_c,teach_if,teach_of,handle_veterans,handle_rookies,handle_players,heal_legs,heal_arms,heal_back,heal_other,heal_rest,management_style,personality,hitting_focus,pitching_focus,training_focus,teach_running,prevent_legs,prevent_arms,prevent_back,prevent_other,stealing,running,pinchrun,pinchhit_pos,pinchhit_pitch,hook_start,hook_relief,closer,lr_matchup,bunt_hit,bunt,hit_run,run_hit,squeeze,pitch_around,intentional_walk,hold_runner,guard_lines,infield_in,outfield_in,corners_in,shift_if,shift_of,opener,num_pitchers,num_hitters,favor_speed_to_power,favor_avg_to_obp,favor_defense_to_offense,favor_pitching_to_hitting,favor_veterans_to_prospects,trade_aggressiveness,player_loyalty,trade_frequency,trade_preference,value_stats,value_this_year,value_last_year,value_two_years,draft_value,intl_fa_value,develop_value,ratings_value,manager_value,pitching_coach_value,hitting_coach_value,scout_value,doctor_value,basecoach_value
1935,"Sam","Robinson","",50,"1989-10-26",50031,206,175,188,1,0,2,0,32343,0,0,0,0,0,1,24,4,11,1,82,128,89,100,85,85,105,148,0,0,0,0,0,1,4,3,3,0,108,0,0,0,0,-1,1,-1,0,-1,0,-1,2,1,0,1,-1,0,1,-1,-1,0,0,0,-1,0,1,1,-3,0,0,7,-2,3,0,-6,0,0,-2,-1,15,4,1,0,2,3,3,3,104,124,90,10,0,99
1936,"Chad","Carman","",51,"1989-5-9",22791,206,189,178,1,0,2,0,33868,0,0,0,0,0,22,21,30,18,3,74,96,74,79,84,95,85,149,0,0,0,0,0,1,0,3,3,0,99,0,0,0,0,1,1,1,-1,-1,-1,1,3,1,0,1,-1,1,-1,0,1,-1,0,0,-1,-1,-1,-1,-3,0,0,4,3,-4,-4,5,-7,2,1,0,13,4,3,0,-1,-4,1,-6,92,99,83,21,0,90
1937,"Mitsunobu","Takahashi","",64,"1975-7-7",88034,98,190,177,5,4,5,0,0,0,0,0,0,0,0,0,0,0,0,119,48,109,103,92,85,97,152,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,-2,2,-1,6,0,0,0,0,0,14,4,1,1,0,0,0,0,102,64,117,0,0,80
1938,"Derrick","Thomas","",49,"1991-6-22",65592,206,215,196,5,0,5,0,34747,0,0,0,0,0,2,6,0,3,1,100,25,64,65,53,81,78,139,0,0,0,0,0,5,2,0,3,0,72,0,0,0,0,2,2,3,3,3,-3,-1,0,3,1,0,0,-1,-1,1,1,0,4,3,3,3,2,3,-5,0,0,1,3,5,10,2,-1,2,-1,0,12,3,3,2,-1,6,4,-2,74,44,100,3,0,68
1939,"Shinji","Niinuma","",61,"1979-6-22",33654,98,186,185,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,23,124,77,72,68,87,101,154,0,0,0,0,0,0,0,0,1,0,127,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,0,1,0,-2,-4,0,0,0,0,13,4,2,1,0,0,0,0,91,122,46,0,0,99
1940,"Naoyuki","Naito","",71,"1968-7-24",77661,98,207,187,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,80,80,90,92,81,80,80,70,0,0,0,0,0,0,0,3,3,0,47,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,0,-5,-1,5,-5,0,0,0,0,14,5,1,0,0,0,0,0,83,79,79,0,0,64
1941,"Gabriel","Casanova","",55,"1984-7-29",50027,206,190,183,5,0,5,0,29098,0,0,0,0,0,19,24,17,24,0,116,28,12,20,22,122,99,157,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,3,0,2,0,0,13,3,2,2,0,-1,1,-4,53,53,119,22,0,34
1942,"Bill","Bryk Jr.","",62,"1978-5-19",0,206,185,185,4,8,4,0,0,0,0,0,0,0,0,0,0,0,0,2,103,1,13,8,19,11,104,0,0,0,0,0,0,0,3,1,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,5,-2,1,1,-3,0,0,0,0,13,5,2,0,0,0,0,0,66,88,13,0,0,19
1943,"Sean","Manaea","Baby Giraffe",48,"1992-2-1",79340,206,268,196,4,0,4,0,34287,0,0,0,0,0,1,9,10,1,1,3,93,16,12,6,107,95,153,0,0,0,0,0,0,2,3,1,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,3,3,-7,-1,-1,0,0,0,12,5,2,1,-7,-4,-6,-3,47,99,32,4,0,38
1944,"Christopher","Bullard","",50,"1989-8-26",0,206,215,183,1,0,2,0,31494,0,0,0,0,0,2,1,3,8,3,47,43,57,70,44,45,58,64,0,0,0,0,0,1,0,3,2,0,46,0,0,0,0,0,1,1,-1,-1,1,-1,3,0,1,1,1,0,-1,-1,-1,0,1,-1,-1,-1,-1,0,-3,0,0,1,-5,-4,4,-4,-1,2,0,-1,12,4,4,0,-2,1,0,2,58,46,49,4,0,53
1945,"Carlos","Ramirez","",48,"1992-5-27",71432,56,185,175,5,2,5,0,0,0,0,0,0,0,0,0,0,0,2,100,1,98,84,79,16,16,119,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,0,3,-2,-1,-2,0,0,0,0,13,3,2,2,0,0,0,0,76,13,88,0,0,58
1946,"Nick","Hostetler","",62,"1978-5-1",87358,206,195,185,6,10,6,0,0,39,0,0,0,0,113,132,122,124,3,0,0,1,3,1,0,0,1,0,0,0,0,0,0,0,3,3,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,-4,-3,-2,6,-2,0,0,0,0,13,3,3,1,0,0,0,0,67,0,0,122,0,13
1947,"Steve","Baumann","",62,"1978-1-1",0,206,185,180,8,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,119,133,124,115,121,0,0,3,3,2,8,121,111,111,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,3,3,9,6,-3,0,0,0,0,12,4,2,2,0,0,0,0,51,0,0,0,120,1
1948,"Daryle","Ward","",65,"1975-6-27",41107,206,240,189,5,5,5,0,0,0,0,0,0,0,0,0,0,0,2,103,0,52,54,52,14,14,108,0,0,0,0,0,0,0,1,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,0,-5,2,2,0,0,0,0,0,14,3,2,1,0,0,0,0,82,11,89,0,0,39
1949,"Adam","Liberatore","",53,"1987-5-12",51165,206,258,191,1,0,2,0,30978,0,0,0,0,0,3,21,11,18,1,79,65,91,95,91,79,79,144,0,0,0,0,0,1,3,3,0,0,106,0,0,0,0,0,0,1,0,-1,1,-1,2,-1,0,1,0,0,0,-1,-1,1,-1,0,1,0,-1,1,-5,0,0,-1,6,-4,2,3,1,2,-2,0,12,4,2,2,2,2,-6,0,94,74,84,13,0,96
1950,"Darin","Everson","",69,"1971-4-22",2206,206,224,190,1,7,2,0,0,0,0,0,0,0,0,0,0,0,2,22,19,11,12,11,111,102,152,0,0,0,0,0,1,0,3,3,0,87,0,0,0,0,2,4,2,-1,3,-4,3,0,2,0,1,-4,0,-1,-1,-3,0,0,3,0,0,3,0,-5,0,0,4,-1,-2,3,4,0,0,0,0,15,2,2,1,0,0,0,0,68,45,47,0,0,56
1951,"Yoslan","Herrera","",59,"1981-4-28",59042,49,200,188,4,0,4,0,19020,0,0,0,0,0,10,14,17,17,1,4,100,1,7,1,95,66,136,0,0,0,0,0,0,4,3,3,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,-4,6,-4,-7,2,-7,4,1,0,13,5,1,1,4,-7,1,0,43,100,28,14,0,29
1952,"Nick","Avila","",51,"1988-8-29",32312,206,220,188,4,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,100,1,1,1,0,0,103,0,0,0,0,0,0,0,3,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,6,3,1,-3,-4,0,0,0,0,11,4,3,2,0,0,0,0,47,84,9,0,0,29
1953,"Neil","Rampe","",62,"1977-11-18",36544,206,185,184,8,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,9,0,0,9,125,126,129,133,125,0,0,3,3,2,67,131,114,119,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,4,2,5,0,-5,0,0,0,0,14,5,1,0,0,0,0,0,62,1,1,0,126,15
1954,"Hainley","Statia","",54,"1986-1-19",0,133,178,178,5,5,5,0,0,0,0,0,0,0,0,0,0,0,2,103,0,112,132,130,0,0,103,0,0,0,0,0,0,0,0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,-1,5,-5,6,-1,0,0,0,0,13,5,1,1,0,0,0,0,111,9,86,0,0,77
1955,"Victor","Estevez","",51,"1988-9-8",0,56,195,180,1,4,2,0,0,0,0,0,0,0,0,0,0,0,2,85,1,121,114,119,99,100,144,0,0,0,0,0,2,0,3,3,0,73,0,0,0,0,4,4,2,-1,3,-3,3,0,3,0,0,-1,0,0,-1,-3,0,0,3,0,0,3,0,-5,0,0,0,-10,5,-1,2,0,0,0,0,12,4,2,2,0,0,0,0,114,29,92,0,0,100
1956,"Javier","Valentin","",64,"1975-9-19",47517,151,198,179,5,5,5,0,0,0,0,0,0,0,0,0,0,0,2,113,0,82,86,70,0,0,100,0,0,0,0,0,0,0,0,3,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,-1,-3,-4,-3,-2,0,0,0,0,14,5,1,0,0,0,0,0,98,8,93,0,0,65
1957,"Daniel","Morales","",55,"1985-1-28",69999,206,230,192,2,0,3,0,28839,0,0,0,0,0,5,13,0,0,3,90,138,121,134,134,121,124,165,0,0,0,0,0,1,1,1,2,0,142,0,0,0,0,1,0,-1,-1,0,-1,1,3,0,0,1,0,-1,1,-1,-1,0,-1,-1,0,-1,-1,1,-5,0,0,1,0,-7,-6,-2,0,1,1,0,13,4,2,1,1,3,-6,3,129,138,102,5,0,132
1958,"Edgar","Lara","",51,"1989-3-2",71432,56,210,191,2,0,3,0,28707,0,0,0,0,0,5,7,13,5,2,66,60,66,69,71,86,60,136,0,0,0,0,0,1,2,3,3,0,103,0,0,0,0,1,-1,1,0,1,1,1,3,-1,0,-1,0,0,-1,0,0,0,1,0,-1,1,-1,-1,-3,0,0,3,3,-2,-2,-1,-6,2,0,0,12,4,2,2,-4,1,-6,0,81,69,73,6,0,84
1959,"Kevin","Mahoney","",53,"1987-5-11",50360,206,205,185,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,99,0,1,1,4,0,0,100,0,0,0,0,0,0,0,1,3,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,-2,-5,1,2,-2,0,0,0,0,14,3,3,0,0,0,0,0,63,8,83,0,0,22
1960,"Greg","Picart","",54,"1985-9-25",63118,206,175,180,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,100,0,10,1,1,0,0,100,0,0,0,0,0,0,0,0,3,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,-4,-1,5,-2,2,0,0,0,0,14,5,1,0,0,0,0,0,43,8,83,0,0,18
1961,"Doug","Banks","",55,"1984-12-8",21777,206,180,185,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,103,1,84,92,95,0,0,100,0,0,0,0,0,0,0,0,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,2,-3,0,2,4,0,0,0,0,13,6,1,0,0,0,0,0,97,9,86,0,0,59
1962,"Cesar","Nicolas","",58,"1982-4-17",55211,206,230,194,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,100,0,1,1,1,101,100,152,0,0,0,0,0,2,0,1,3,0,47,0,0,0,0,2,4,2,-5,3,-1,2,0,3,0,-3,0,0,-1,0,0,0,0,4,0,0,4,0,-5,0,0,4,-2,-1,-4,3,0,0,0,0,14,4,1,1,0,0,0,0,56,29,104,0,0,37
1963,"Gracie","Pierce","",60,"1980-1-16",0,206,190,183,5,0,5,0,13293,0,0,0,0,0,24,22,18,18,3,140,46,14,13,31,95,133,149,0,0,0,0,0,5,2,3,0,0,66,0,0,0,0,3,2,2,2,3,-3,-1,-1,3,0,1,0,1,0,2,1,0,3,3,3,2,3,3,1,0,0,-3,5,7,4,-7,-1,2,2,-1,12,5,2,1,-8,6,-1,3,68,66,136,21,0,49
1964,"Brett","Sellers","",54,"1986-2-13",29723,206,165,195,6,0,6,0,22403,36,0,0,0,0,94,110,105,122,1,20,29,6,15,8,20,31,17,0,0,0,0,0,0,3,1,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,3,0,-5,-2,0,2,2,0,14,3,2,1,-5,-6,1,3,65,27,21,108,0,32
1965,"Oyuz","Yalpat","",57,"1982-7-13",62609,74,205,187,8,16,12,0,0,0,0,0,0,0,0,0,0,4,1,0,0,1,9,3,0,0,1,59,93,66,181,157,0,4,0,0,3,0,103,67,91,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,-1,-4,3,1,2,2,0,14,2,2,2,5,4,-8,-2,52,0,0,1,106,2
1966,"Cody","Gabella","",48,"1991-12-5",22260,206,175,185,5,4,5,0,0,0,0,0,0,0,0,0,0,0,0,99,0,9,10,9,0,0,100,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,-3,0,-2,-9,-1,0,0,0,0,13,6,1,0,0,0,0,0,52,8,83,0,0,15
1967,"Takayuki","Saito","",64,"1976-6-10",88034,98,187,185,5,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,100,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,0,5,-3,1,-2,0,0,0,0,14,4,2,0,0,0,0,0,17,8,8,0,0,16
1968,"John","Sever","",46,"1993-7-26",57489,206,190,196,6,0,6,0,578,23,0,0,0,0,69,84,59,73,4,8,14,9,18,4,14,3,16,0,0,0,0,0,0,2,0,1,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-1,5,-4,4,-5,2,2,0,13,3,2,2,-2,4,-1,6,46,13,9,73,0,22
1969,"Roberto Mansur","Galan","",0,NULL,0,0,205,194,9,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,3,3,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,-5,0,-4,1,-3,0,0,0,0,12,5,2,1,0,0,0,0,35,0,0,0,0,31
1970,"Jeremiah","Bayer","",54,"1985-12-26",56249,206,200,188,4,0,4,0,29993,0,0,0,0,0,15,5,9,3,2,7,93,18,18,8,74,75,135,0,0,0,0,0,0,2,3,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,0,-5,5,-3,4,1,2,2,0,13,5,1,1,0,3,7,7,44,93,29,8,0,30
1971,"Jose","Rodriguez","",58,"1982-1-15",0,56,170,183,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,103,1,1,1,0,0,100,0,0,0,0,0,0,0,3,1,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,-2,0,5,4,5,0,0,0,0,14,5,1,0,0,0,0,0,42,86,8,0,0,16
1972,"Daniel","Sattler","",56,"1983-11-11",43027,206,190,191,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,100,8,5,1,0,0,100,0,0,0,0,0,0,0,3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,2,0,3,4,-3,0,0,0,0,14,4,1,1,0,0,0,0,43,83,8,0,0,18
1973,"Darryl","Crosier","",55,"1984-12-17",0,206,240,188,6,0,6,0,32550,36,0,0,0,0,93,113,91,115,3,12,9,19,21,18,13,34,25,0,0,0,0,0,0,4,1,3,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,-3,-6,-8,5,2,-1,12,4,2,2,-7,-6,3,-7,67,13,15,105,0,34
1974,"Oscar","Escobar","",73,"1966-8-24",0,124,145,181,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1,0,0,100,0,0,0,0,0,1,2,0,0,0,73,0,0,0,0,1,-1,0,0,1,1,0,0,1,0,-1,-1,0,-1,-1,-1,0,0,-1,0,0,0,0,-5,0,0,0,0,-3,2,4,-2,1,0,0,13,3,3,1,-2,-7,-4,-1,56,8,8,0,0,32
1975,"Jose Luis","Crespo","",60,"1980-1-1",0,124,155,175,8,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,8,0,0,1,21,50,34,27,31,0,0,3,3,1,51,34,68,39,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,-5,3,0,0,-2,0,0,0,0,12,3,3,2,0,0,0,0,19,0,0,0,38,11
1976,"Motoyuki","Akahori","",70,"1970-4-7",0,0,88,181,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,-2,4,4,0,3,0,0,0,0,13,4,2,1,0,0,0,0,11,0,0,0,0,7
1977,"Robert","Rich","",0,NULL,12314,206,195,191,9,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,3,0,0,8,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,-1,-5,7,1,0,0,0,0,0,13,3,2,2,0,0,0,0,12,1,1,0,0,2
1978,"Michael","Buczkowski","",79,"1961-1-1",12314,206,166,179,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0,0,1,0,0,0,0,0,0,0,3,3,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,3,-2,6,-4,1,0,0,0,0,13,3,3,1,0,0,0,0,35,0,0,0,0,16
1979,"Voon","Chong","",74,"1966-1-1",12744,36,175,175,8,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,0,0,2,50,37,38,24,21,0,0,3,3,3,9,50,39,43,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,5,3,-3,-1,-1,0,0,0,0,14,3,2,1,0,0,0,0,22,0,0,0,36,3
1980,"Austin","Knight","",52,"1987-8-19",0,206,165,185,5,3,5,0,0,0,0,0,0,0,0,0,0,0,0,95,0,1,9,1,0,0,103,0,0,0,0,0,0,0,0,3,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,1,-3,-1,2,-4,0,0,0,0,14,5,1,0,0,0,0,0,49,9,80,0,0,34
1981,"Jorge","Caro","",58,"1982-4-11",58739,206,200,183,3,11,1,0,0,5,0,0,0,0,79,118,90,117,1,28,10,36,26,34,4,13,18,0,0,0,0,0,0,2,3,3,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,0,4,-4,2,-1,3,-1,0,13,4,2,1,-2,-7,4,-7,54,10,24,102,0,28
1982,"Arnold","Contreras","",58,"1982-1-1",0,206,185,181,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1,7,5,0,0,103,0,0,0,0,0,0,0,3,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,-3,4,8,5,-2,0,0,0,0,12,3,3,2,0,0,0,0,43,84,9,0,0,22
1983,"Sang-Byeong","Chae","",60,"1979-12-18",0,177,209,184,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,100,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,-3,2,0,-5,-6,0,0,0,0,12,5,2,1,0,0,0,0,17,8,8,0,0,15
1984,"R.J.","Moore","",43,"1997-1-1",0,206,195,188,1,0,2,0,24649,0,0,0,0,0,16,39,19,33,2,164,178,119,120,117,144,148,142,0,0,0,0,0,1,2,2,0,0,100,0,0,0,0,-1,0,1,-1,1,-1,0,2,-1,0,1,0,0,-1,1,-1,-1,1,0,0,1,0,-1,-3,0,0,-5,-4,-1,0,-4,-4,1,0,-1,15,3,1,1,4,-3,-9,-4,136,170,159,27,0,119
1985,"NULL","Hellings","",60,"1980-3-22",0,206,190,183,5,0,5,0,8204,0,0,0,0,0,23,2,28,0,1,96,8,9,8,11,90,71,144,0,0,0,0,0,0,1,1,1,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,2,-3,9,7,-4,3,4,0,-1,16,4,0,0,0,2,0,-3,45,31,97,11,0,32
1986,"Joe","Gunkel","",48,"1991-12-30",11195,206,235,196,4,0,4,0,35682,0,0,0,0,0,24,13,36,2,4,36,193,31,12,7,184,157,129,0,0,0,0,0,0,2,2,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,5,-9,6,4,3,0,0,13,4,2,1,-9,-1,0,3,70,184,66,16,0,43
1987,"Orlando","Munoz","",69,"1971-5-7",17321,210,170,181,1,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,0,0,100,0,0,0,0,0,3,2,0,0,0,76,0,0,0,0,2,-1,2,3,1,0,0,0,1,0,3,3,0,3,1,1,0,0,0,0,0,-1,0,-5,0,0,3,-9,3,3,1,6,3,-2,0,15,4,1,0,1,-1,-3,4,66,8,8,0,0,31
1988,"Jesus","Hernandez","",70,"1970-5-26",0,0,86,184,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,10,6,0,-5,2,0,0,0,0,12,6,1,1,0,0,0,0,12,0,0,0,0,5
1989,"Jesus","Hernandez","",70,"1970-5-26",0,0,86,184,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,7,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,-10,2,-5,-4,3,0,0,0,0,15,4,1,0,0,0,0,0,12,1,1,0,0,3
1990,"Jesus","Hernandez","",70,"1970-5-26",0,0,86,184,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,6,0,0,1,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,-2,5,2,-2,1,0,0,0,0,12,6,1,1,0,0,0,0,20,0,0,0,0,17
1991,"Jesus","Hernandez","",70,"1970-5-26",0,0,86,184,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,-3,0,-5,3,0,0,0,0,0,13,5,1,1,0,0,0,0,17,0,0,0,0,9
1992,"Ryan","Gibbard","",50,"1989-11-28",60444,206,220,191,4,0,4,0,33159,0,0,0,0,0,6,12,0,0,1,35,137,41,47,42,136,116,162,0,0,0,0,0,0,2,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,10,-4,-1,6,-4,4,0,0,12,5,2,1,0,3,0,-4,71,137,61,5,0,55
1993,"Eric","Wierman","",43,"1996-11-1",69018,206,215,188,8,0,12,0,0,0,0,0,0,0,0,0,9,0,3,0,0,1,1,1,0,0,1,108,114,96,36,124,0,0,2,2,2,0,32,52,184,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,5,4,1,-1,-1,4,1,0,12,3,3,2,4,-7,-4,1,40,0,0,1,95,0
1994,"Peter B.","Freund","",0,NULL,0,206,195,185,9,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,3,3,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,3,-4,-3,-5,0,0,0,0,0,13,3,2,2,0,0,0,0,21,0,0,0,0,14
1995,"Billy","Stecker","",48,"1991-10-12",87621,206,220,195,8,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,1,0,0,1,118,58,144,73,81,0,3,1,3,3,0,53,98,95,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,4,4,-1,3,3,-7,1,0,0,13,4,2,1,-9,1,4,1,40,0,0,0,94,0
1996,"Ken","Schnacke","",84,"1956-1-1",0,206,235,175,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,0,0,1,0,0,0,0,0,0,0,3,3,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,-4,-2,0,4,1,0,0,0,0,12,6,2,0,0,0,0,0,39,0,0,0,0,23
